probability,pred
0.002546838019043207,0
0.0014600438298657537,0
0.0005033579072915018,0
0.002203522017225623,0
0.9702309370040894,1
0.00370829738676548,0
0.010937008075416088,0
0.002527921926230192,0
0.0014699986204504967,0
0.0012345920549705625,0
0.001479922328144312,0
0.00016039173351600766,0
0.9896498918533325,1
0.9871041178703308,1
0.00488388491794467,0
0.9909060001373291,1
0.0015663601225242019,0
0.003078608075156808,0
0.00488930381834507,0
0.006806857883930206,0
0.010894754901528358,0
0.9664661288261414,1
0.9818246960639954,1
0.008065816015005112,0
0.0009308813605457544,0
0.9916129112243652,1
0.0009063096949830651,0
0.0019751847721636295,0
0.0024235316086560488,0
0.0009227325208485126,0
0.00785422045737505,0
0.0010915289167314768,0
0.0004002959467470646,0
0.001864723744802177,0
0.001505149295553565,0
0.0006600780761800706,0
0.0006998098688200116,0
0.0012276640627533197,0
0.00032383264624513686,0
0.008492996916174889,0
0.009180901572108269,0
0.0023064929991960526,0
0.0009934395784512162,0
0.002663698047399521,0
0.0013267226750031114,0
0.003105751471593976,0
0.00040234599146060646,0
0.0003777137026190758,0
0.9913449287414551,1
0.00044064928079023957,0
0.0009279581718146801,0
0.9878925085067749,1
0.00041305337799713016,0
0.001020123134367168,0
0.0027848670724779367,0
0.00028676577494479716,0
0.9972175359725952,1
0.00030507685733027756,0
0.00019815852283500135,0
0.0017261180328205228,0
0.9610150456428528,1
0.0007259386475197971,0
0.9787209033966064,1
0.0011845207773149014,0
0.012023868970572948,0
0.0016196203650906682,0
0.9952044486999512,1
0.0018421621061861515,0
0.0025723602157086134,0
0.0015579462051391602,0
0.007897993549704552,0
0.0033745798282325268,0
0.0012521757744252682,0
0.001435785205103457,0
0.9967237114906311,1
0.004333406686782837,0
0.00025609941803850234,0
0.0002209142840001732,0
0.0008242276380769908,0
0.0018019009148702025,0
0.002251931931823492,0
0.9632276296615601,1
0.0008591764490120113,0
0.0037921080365777016,0
0.9596763849258423,1
0.005055827554315329,0
0.0017762959469109774,0
0.0012647766852751374,0
0.00029644506867043674,0
0.0008065292495302856,0
0.00017201628361362964,0
0.0033376538194715977,0
0.9943475127220154,1
0.0009701451635919511,0
0.0027885192539542913,0
0.0005974025698378682,0
0.9557534456253052,1
0.0004902028013020754,0
0.00883469358086586,0
0.0018147359369322658,0
0.004691284615546465,0
0.005646326579153538,0
0.0022327874321490526,0
0.0017301536863669753,0
0.01916884444653988,0
0.0013873567804694176,0
0.0012521626194939017,0
0.0005724653019569814,0
0.009496081620454788,0
0.004150778520852327,0
0.977009117603302,1
0.002979080192744732,0
0.00012283447722438723,0
0.9717464447021484,1
0.9750791788101196,1
0.0010936043690890074,0
0.0006715900963172317,0
0.0008545885793864727,0
0.00016766633780207485,0
0.011731983162462711,0
0.0005633702385239303,0
0.0051839579828083515,0
0.0009630430140532553,0
0.0009901300072669983,0
0.9336144328117371,1
0.0007460663327947259,0
0.9648379683494568,1
0.0005664819618687034,0
0.0035618236288428307,0
0.0005813955795019865,0
0.9425713419914246,1
0.0053128874860703945,0
0.000389510445529595,0
0.0004144375561736524,0
0.0012002913281321526,0
0.0005754549638368189,0
0.00851069949567318,0
0.010397509671747684,0
0.9863373637199402,1
0.0007331423694267869,0
0.005664990749210119,0
0.001384906703606248,0
0.0005286317900754511,0
0.0006078470032662153,0
0.9960213303565979,1
0.0011664106277748942,0
0.000548967276699841,0
0.000319820421282202,0
0.0035630317870527506,0
0.001135367783717811,0
0.0007443917565979064,0
0.0004006845992989838,0
0.0003137474413961172,0
0.0015481034060940146,0
0.0026495703496038914,0
0.0021392034832388163,0
0.003825873602181673,0
0.0011231728130951524,0
0.002199213020503521,0
0.0001160310348495841,0
0.002282621804624796,0
0.014976749196648598,0
0.0019989735446870327,0
0.9841414093971252,1
0.00026960764080286026,0
0.001324776909314096,0
0.0024317812640219927,0
0.0045969849452376366,0
0.9914524555206299,1
0.9437089562416077,1
0.0004035562160424888,0
0.007929932326078415,0
0.0005658918526023626,0
0.0008058275561779737,0
0.0019819000735878944,0
0.00013985966506879777,0
0.0038184132426977158,0
0.0016050600679591298,0
0.00017430217121727765,0
0.9846194386482239,1
0.00279221311211586,0
0.002738039242103696,0
0.00424325093626976,0
0.0005879745585843921,0
0.003359500551596284,0
0.0018097725696861744,0
0.000730950734578073,0
0.009011605754494667,0
7.254943193402141e-05,0
0.9791973233222961,1
0.008310754783451557,0
0.0014811152359470725,0
0.0016687186434864998,0
0.005616030190140009,0
0.0002626516798045486,0
0.0005674092681147158,0
0.0017860678490251303,0
0.004397258162498474,0
0.006750371307134628,0
0.9445754289627075,1
0.9785436987876892,1
0.0028133003506809473,0
0.005027803126722574,0
0.0032149069011211395,0
0.0012756451033055782,0
0.008810837753117085,0
0.0021087233908474445,0
0.9504715204238892,1
0.0005489653558470309,0
0.0025887624360620975,0
0.0004539605288300663,0
0.000782263872679323,0
0.0003897134738508612,0
0.001503703068010509,0
0.002118626842275262,0
0.0007789499359205365,0
0.008320986293256283,0
0.0011380357900634408,0
0.0012593126157298684,0
0.00331959780305624,0
0.001290962565690279,0
0.0007968882564455271,0
0.0008571326616220176,0
0.0035831257700920105,0
0.0026454029139131308,0
0.0037175898905843496,0
0.9879123568534851,1
0.012302929535508156,0
0.0015539319720119238,0
0.0004705159517470747,0
0.9617682695388794,1
0.028506087139248848,0
0.9548298716545105,1
0.005759724881500006,0
0.004930663853883743,0
0.0013620808022096753,0
0.00020143488654866815,0
0.0027633653953671455,0
0.001481634215451777,0
0.9656469821929932,1
0.0005388947320170701,0
0.0008299244218505919,0
0.0008885810384526849,0
0.9809947609901428,1
0.0026086929719895124,0
0.0023822735529392958,0
0.002924449509009719,0
0.0002449242165312171,0
0.0002714378642849624,0
0.0006885132170282304,0
0.0022404820192605257,0
0.00840869452804327,0
0.015914514660835266,0
0.010644146241247654,0
0.9435983300209045,1
0.985153317451477,1
0.0003721600223798305,0
0.0003791956405621022,0
0.9877834916114807,1
0.0009623230434954166,0
0.002463357290253043,0
0.011259038001298904,0
0.005639107897877693,0
0.0026461894158273935,0
0.002508672187104821,0
0.9716936349868774,1
0.0006453926907852292,0
0.9459621906280518,1
0.0011980946874246001,0
0.9894891381263733,1
0.016398124396800995,0
0.00024161950568668544,0
0.00013546858099289238,0
0.00019922148203477263,0
0.007871480658650398,0
0.0003672242455650121,0
0.0012129048118367791,0
0.0007364724297076464,0
0.001281151780858636,0
0.0038923313841223717,0
0.0030727977864444256,0
0.0004355275596026331,0
0.0005745635135099292,0
0.0007439065957441926,0
0.9918192625045776,1
0.0027613502461463213,0
0.008248324505984783,0
0.0019603045657277107,0
0.004492121282964945,0
0.0005159596330486238,0
0.0033924728631973267,0
0.0020959186367690563,0
0.0001852430432336405,0
0.0007607032312080264,0
0.0005433313781395555,0
0.006804243661463261,0
0.005258170422166586,0
0.0023326987866312265,0
0.9862949252128601,1
0.0004588273586705327,0
0.0014470876194536686,0
0.00029009749414399266,0
0.0003329179889988154,0
0.0007178193773142993,0
0.000691012479364872,0
0.0013439217582345009,0
5.877470175619237e-05,0
0.004677051678299904,0
0.9644317626953125,1
0.006642701104283333,0
0.008570858277380466,0
0.9785364270210266,1
0.004059042315930128,0
0.0003890289517585188,0
0.0014838078059256077,0
0.0008373687160201371,0
0.0011202102759853005,0
0.003581957658752799,0
0.0011110330233350396,0
0.004907601047307253,0
5.897497248952277e-05,0
0.004905743058770895,0
0.002214688342064619,0
0.00080780842108652,0
0.0009138253517448902,0
0.0050297449342906475,0
0.005288668442517519,0
0.9740944504737854,1
0.0052933236584067345,0
0.0024767890572547913,0
0.003842113073915243,0
0.9933115243911743,1
0.9527460336685181,1
0.0011115447850897908,0
0.0018112323014065623,0
0.0012273407774046063,0
0.0001925841352203861,0
0.001292270259000361,0
0.0009726207936182618,0
0.002236747881397605,0
0.0011044488055631518,0
0.0030275038443505764,0
0.00024467307957820594,0
8.892578625818714e-05,0
0.0002700094482861459,0
0.0012307444121688604,0
0.005844668950885534,0
0.001136814709752798,0
0.0029115232173353434,0
0.003557736985385418,0
0.000314028438879177,0
0.0021629270631819963,0
0.0016070236451923847,0
0.0017043751431629062,0
0.015606596134603024,0
0.023239213973283768,0
0.00275043910369277,0
0.0004533332830760628,0
0.0026317304000258446,0
0.0018465855391696095,0
0.001139426021836698,0
0.990678071975708,1
0.0012106328504160047,0
0.0033232884015887976,0
0.00033358490327373147,0
0.012389717623591423,0
0.0019559229258447886,0
0.003349059261381626,0
0.0005660129245370626,0
0.0008862646063789725,0
0.004382280632853508,0
0.0003982459311373532,0
0.001781577942892909,0
0.004512141924351454,0
0.9808002710342407,1
0.004781601019203663,0
0.006813521031290293,0
0.0029735718853771687,0
0.0011746169766411185,0
0.9729779362678528,1
0.9817888140678406,1
0.000703240861184895,0
0.00013998908980283886,0
0.00033149219234474003,0
0.0034448939841240644,0
0.00021040903811808676,0
0.000618416874203831,0
0.005989793222397566,0
0.004120658151805401,0
0.02685707062482834,0
0.9809300899505615,1
0.9812526106834412,1
0.001878267270512879,0
0.0011958230752497911,0
0.0007791109965182841,0
0.995306670665741,1
0.0002997963747475296,0
0.00261117797344923,0
0.9578695893287659,1
0.0029994207434356213,0
0.0007924058008939028,0
0.0001533215690869838,0
0.0010394337587058544,0
0.0005130825447849929,0
0.0040244064293801785,0
0.006578297354280949,0
0.005852365400642157,0
0.002199726877734065,0
0.002880897605791688,0
0.00258643738925457,0
0.00637329276651144,0
0.004175927489995956,0
0.9840261936187744,1
0.00048040918773040175,0
0.0029493803158402443,0
0.0002353296149522066,0
0.00081544992281124,0
0.0027521371375769377,0
0.9856927394866943,1
0.011962929740548134,0
0.963883638381958,1
0.0004187363956589252,0
0.0011439562076702714,0
0.003918899688869715,0
0.004250857513397932,0
0.9800555109977722,1
0.0008776066824793816,0
0.001427430659532547,0
0.0011217837454751134,0
0.9387871623039246,1
0.00024994739214889705,0
0.9936389327049255,1
0.0003048058715648949,0
0.0008805877878330648,0
0.00038194292574189603,0
0.0009670315776020288,0
0.013686464168131351,0
0.0038213205989450216,0
0.0005675274296663702,0
9.976902219932526e-05,0
0.008730705827474594,0
0.005837511271238327,0
0.9661222100257874,1
0.9875181317329407,1
0.00040682937833480537,0
0.9908406138420105,1
0.00045006771688349545,0
0.9648696780204773,1
0.0011823936365544796,0
0.000837184488773346,0
0.0006318881642073393,0
0.0006970189861021936,0
0.0010947112459689379,0
0.0006041511660441756,0
0.002855374477803707,0
0.003495656419545412,0
0.0008698632591404021,0
0.000392465473851189,0
0.004824764560908079,0
0.00020412137382663786,0
0.00037980361958034337,0
0.0021474366076290607,0
0.0005066373851150274,0
0.0032915130723267794,0
0.00790824182331562,0
0.0007321083103306592,0
0.9773026704788208,1
0.004117239266633987,0
0.9504482746124268,1
0.9963435530662537,1
0.002064281143248081,0
0.0020568310283124447,0
0.002636244986206293,0
0.0018546167993918061,0
0.9942076206207275,1
0.002351853996515274,0
0.009235917590558529,0
0.0014663494657725096,0
0.8389594554901123,1
0.001507521839812398,0
0.005563795100897551,0
0.0016738828271627426,0
0.002681650221347809,0
0.0006383391446433961,0
0.001183491200208664,0
0.0017908641602844,0
0.008644153364002705,0
0.0008620198932476342,0
0.0005254604038782418,0
0.9782679080963135,1
0.9865043759346008,1
0.0005727045936509967,0
0.9383792877197266,1
0.001234128838405013,0
0.0005749418050982058,0
0.003477045800536871,0
0.003565607825294137,0
